Date,Mkt-RF,SMB,HML,RMW,CMA,RF
30/08/2017,0.53,0,-0.31,0.1,-0.38,0.004
31/08/2017,0.62,0.38,-0.43,-0.3,0.06,0.004
01/09/2017,0.27,0.43,0.41,-0.08,0.35,0.005
05/09/2017,-0.81,-0.03,-0.98,-0.06,0.49,0.005
06/09/2017,0.28,-0.05,0.12,-0.37,0.16,0.005
07/09/2017,-0.07,0.01,-0.92,0.03,0.12,0.005
08/09/2017,-0.16,0.13,0.38,0.21,-0.11,0.005
11/09/2017,1.08,-0.06,0.64,-0.32,-0.09,0.005
12/09/2017,0.44,0.33,0.72,0.09,0.18,0.005
13/09/2017,0.11,0.27,0.33,-0.34,0.13,0.005
14/09/2017,-0.12,-0.07,-0.06,-0.32,0.24,0.005
15/09/2017,0.19,0.25,0.14,0.29,-0.03,0.005
18/09/2017,0.24,0.4,0.21,-0.48,0.25,0.005
19/09/2017,0.15,-0.2,0.39,0.04,0.05,0.005
20/09/2017,0.16,0.27,0.49,-0.18,0.31,0.005
21/09/2017,-0.28,0.15,0.37,-0.05,-0.06,0.005
22/09/2017,0.12,0.43,0.12,0.39,0.32,0.005
25/09/2017,-0.25,0.35,0.6,-0.22,0.62,0.005
26/09/2017,0.05,0.47,0.17,0.57,-0.17,0.005
27/09/2017,0.63,1.43,0.23,-0.28,-0.48,0.005
28/09/2017,0.13,0.17,-0.04,-0.1,-0.15,0.005
29/09/2017,0.35,-0.14,-0.26,-0.11,-0.32,0.005
02/10/2017,0.5,0.88,0.13,-0.21,0.24,0.004
03/10/2017,0.26,-0.03,-0.04,-0.02,-0.09,0.004
04/10/2017,0.05,-0.34,-0.45,-0.11,0.04,0.004
05/10/2017,0.55,-0.31,0.38,-0.31,-0.18,0.004
06/10/2017,-0.08,-0.08,-0.26,0.17,-0.37,0.004
09/10/2017,-0.22,-0.28,0,0.11,-0.21,0.004
10/10/2017,0.24,0.04,0.43,0.11,-0.1,0.004
11/10/2017,0.16,-0.25,-0.19,-0.05,-0.09,0.004
12/10/2017,-0.18,-0.11,-0.52,0.17,0.09,0.004
13/10/2017,0.04,-0.3,0.1,0.21,-0.01,0.004
16/10/2017,0.17,-0.29,0.33,0.03,-0.08,0.004
17/10/2017,0.01,-0.34,-0.3,0.41,-0.17,0.004
18/10/2017,0.14,0.35,0.22,0.31,-0.14,0.004
19/10/2017,0.02,-0.35,0.17,0.14,0.09,0.004
20/10/2017,0.57,0,0.27,0.09,-0.01,0.004
23/10/2017,-0.45,-0.36,0.18,0.26,-0.36,0.004
24/10/2017,0.2,-0.1,0.5,0.01,-0.11,0.004
25/10/2017,-0.51,0.05,0.16,0.24,-0.49,0.004
26/10/2017,0.2,0.07,0.3,0.15,-0.17,0.004
27/10/2017,0.82,-0.06,-0.96,0.08,-1.22,0.004
30/10/2017,-0.46,-0.79,-0.04,-0.57,-0.29,0.004
31/10/2017,0.23,0.77,-0.24,-0.2,0.13,0.004
01/11/2017,0.05,-0.8,0.08,0,-0.06,0.004
02/11/2017,0.06,0.02,0.5,-0.25,0.29,0.004
03/11/2017,0.31,-0.54,-0.72,-0.15,-0.09,0.004
06/11/2017,0.06,0.15,0.2,-0.65,0.19,0.004
07/11/2017,-0.2,-1.43,-0.41,0.47,-0.13,0.004
08/11/2017,0.12,-0.04,-0.59,0.56,-0.1,0.004
09/11/2017,-0.41,0,0.24,0,0.06,0.004
10/11/2017,0.01,0.07,-0.42,0.21,0.11,0.004
13/11/2017,0.09,-0.29,0.09,0.03,-0.8,0.004
14/11/2017,-0.22,-0.06,0.01,0.94,-0.5,0.004
15/11/2017,-0.52,0.05,0.23,-0.05,0.16,0.004
16/11/2017,1.01,0.85,-0.54,0.55,-0.04,0.004
17/11/2017,-0.14,0.72,0.29,-0.17,0.46,0.004
20/11/2017,0.21,0.62,0.02,0.26,0,0.004
21/11/2017,0.67,0.36,-0.33,0.03,-0.57,0.004
22/11/2017,-0.05,0.08,-0.07,-0.22,0.23,0.004
24/11/2017,0.21,0,-0.43,0.04,-0.07,0.004
27/11/2017,-0.06,-0.3,0.01,0.6,-0.16,0.004
28/11/2017,1.06,0.56,0.87,0.29,-0.01,0.004
29/11/2017,0.02,0.35,1.5,0.76,0.5,0.004
30/11/2017,0.82,-0.61,-0.51,-0.2,0.14,0.004
01/12/2017,-0.22,-0.32,0.38,-0.41,0.37,0.004
04/12/2017,-0.1,-0.13,1.23,0.95,0.53,0.004
05/12/2017,-0.43,-0.47,-0.23,0.22,-0.18,0.004
06/12/2017,-0.09,-0.51,-0.53,0.41,-0.52,0.004
07/12/2017,0.42,0.27,-0.2,-0.23,0.12,0.004
08/12/2017,0.51,-0.45,-0.13,-0.07,0.16,0.004
11/12/2017,0.26,-0.44,-0.19,-0.05,0.07,0.004
12/12/2017,0.07,-0.44,0.5,0.03,0.09,0.004
13/12/2017,0.02,0.62,-0.89,0.28,-0.07,0.004
14/12/2017,-0.47,-0.76,-0.22,-0.17,-0.13,0.004
15/12/2017,0.92,0.68,0.05,0.32,-0.47,0.004
18/12/2017,0.67,0.82,0.27,0.22,0.16,0.004
19/12/2017,-0.3,-0.33,-0.24,0.26,0.38,0.004
20/12/2017,0.01,0.37,0.07,-0.16,0.35,0.004
21/12/2017,0.24,0.3,0.62,-0.71,0.32,0.004
22/12/2017,-0.07,-0.2,-0.21,-0.1,0.21,0.004
26/12/2017,-0.07,0.31,-0.07,-0.13,0.58,0.004
27/12/2017,0.05,-0.16,-0.2,0.09,-0.15,0.004
28/12/2017,0.22,0.1,0.05,-0.14,-0.21,0.004
29/12/2017,-0.57,-0.31,0,0.17,0.17,0.004
02/01/2018,0.85,0.3,-0.22,-0.5,0.31,0.006
03/01/2018,0.59,-0.46,-0.18,-0.7,-0.06,0.006
04/01/2018,0.42,-0.22,0.24,-0.02,0.31,0.006
05/01/2018,0.66,-0.37,-0.26,0.37,-0.38,0.006
08/01/2018,0.19,-0.19,0.05,-0.07,0.01,0.006
09/01/2018,0.15,-0.39,-0.04,-0.13,0.03,0.006
10/01/2018,-0.07,0.14,0.57,-0.33,0.03,0.006
11/01/2018,0.87,1.13,0.31,-0.22,0.59,0.006
12/01/2018,0.66,-0.33,0.16,-0.1,0.18,0.006
16/01/2018,-0.49,-0.99,0.01,0.44,-0.4,0.006
17/01/2018,0.95,-0.05,-0.1,-0.08,-0.1,0.006
18/01/2018,-0.18,-0.43,-0.25,0.29,-0.38,0.006
19/01/2018,0.57,0.93,-0.04,0.07,0.12,0.006
22/01/2018,0.77,-0.35,-0.16,-0.54,0.23,0.006
23/01/2018,0.22,0.07,-0.36,-0.38,-0.26,0.006
24/01/2018,-0.13,-0.75,0.44,0,0.1,0.006
25/01/2018,0.07,0.11,-0.54,0.19,-0.19,0.006
26/01/2018,1.11,-0.61,-0.51,0.29,-0.17,0.006
29/01/2018,-0.62,0,-0.25,0.14,-0.37,0.006
30/01/2018,-1.06,0.12,-0.21,0.38,-0.41,0.006
31/01/2018,-0.07,-0.68,0.11,0.1,-0.03,0.006
01/02/2018,0.03,0.12,0.54,-0.53,0,0.006
02/02/2018,-2.13,0.01,-0.29,0.61,-0.51,0.006
05/02/2018,-4.03,0.65,-0.58,0.17,-0.07,0.006
06/02/2018,1.67,-0.48,-0.18,0.05,-0.02,0.006
07/02/2018,-0.38,0.61,0.21,0.34,0.23,0.006
08/02/2018,-3.68,0.8,0.52,0.41,-0.04,0.006
09/02/2018,1.36,-0.55,0.15,0.17,-0.32,0.006
12/02/2018,1.36,-0.47,-0.29,-0.24,-0.08,0.006
13/02/2018,0.31,0.13,-0.24,0.21,-0.11,0.006
14/02/2018,1.52,0.29,0.49,-0.67,-0.04,0.006
15/02/2018,1.21,-0.16,-0.63,0.19,-0.34,0.006
16/02/2018,0.03,0.37,0.16,0.03,0.05,0.006
20/02/2018,-0.62,-0.35,-0.24,-0.27,-0.14,0.006
21/02/2018,-0.43,0.8,0.23,0.07,-0.19,0.006
22/02/2018,0.01,-0.04,-0.41,0.13,0.48,0.006
23/02/2018,1.54,-0.38,-0.15,-0.17,-0.07,0.006
26/02/2018,1.12,-0.48,-0.07,-0.16,-0.24,0.006
27/02/2018,-1.25,-0.2,0.03,-0.09,-0.07,0.006
28/02/2018,-1.11,-0.43,-0.31,0.21,-0.26,0.006
01/03/2018,-1.19,0.97,-0.02,-0.24,0.05,0.005
02/03/2018,0.7,1.11,-0.49,-0.41,-0.35,0.005
05/03/2018,1.06,-0.41,0.23,-0.59,0.09,0.005
06/03/2018,0.36,0.69,0.12,0.22,-0.02,0.005
07/03/2018,0.05,0.76,-0.44,-0.04,-0.31,0.005
08/03/2018,0.37,-0.57,-0.36,0.01,-0.18,0.005
09/03/2018,1.7,-0.2,0.28,-0.26,0.01,0.005
12/03/2018,-0.09,0.44,-0.08,-0.34,-0.23,0.005
13/03/2018,-0.67,0.09,0.03,0.48,0,0.005
14/03/2018,-0.53,0.15,-0.57,-0.11,-0.39,0.005
15/03/2018,-0.18,-0.38,0.32,0.14,-0.12,0.005
16/03/2018,0.25,0.47,0.18,0.06,0.29,0.005
19/03/2018,-1.38,0.41,0.41,0.32,0.1,0.005
20/03/2018,0.15,-0.13,-0.36,-0.01,-0.07,0.005
21/03/2018,-0.06,0.69,0.45,-1.08,0.87,0.005
22/03/2018,-2.54,0.4,-0.49,0.22,0.01,0.005
23/03/2018,-2.09,0.09,-0.23,0.13,0.77,0.005
26/03/2018,2.67,-0.62,0.03,0,-0.61,0.005
27/03/2018,-1.87,-0.23,0.37,0.78,0.53,0.005
28/03/2018,-0.35,0.21,0.65,0.75,-0.08,0.005
29/03/2018,1.41,-0.31,-0.22,-0.37,-0.16,0.005
02/04/2018,-2.29,-0.09,0.36,0.17,-0.07,0.007
03/04/2018,1.24,-0.02,0.19,0.26,0.19,0.007
04/04/2018,1.17,0.34,-0.32,0.07,-0.13,0.007
05/04/2018,0.75,0.05,0.46,0.11,0.28,0.007
06/04/2018,-2.19,0.37,-0.06,0.14,-0.04,0.007
09/04/2018,0.3,-0.24,-0.53,-0.75,-0.28,0.007
10/04/2018,1.77,0.33,-0.12,-0.84,0.55,0.007
11/04/2018,-0.49,0.79,-0.31,-0.61,0.3,0.007
12/04/2018,0.84,-0.17,0.18,-0.22,0.08,0.007
13/04/2018,-0.37,-0.1,-0.24,-0.07,0.2,0.007
16/04/2018,0.82,0.15,-0.02,0.8,0.03,0.007
17/04/2018,1.09,0.01,-1.18,-0.24,-0.4,0.007
18/04/2018,0.13,0.2,0.02,-0.28,0.49,0.007
19/04/2018,-0.49,-0.3,1.08,-0.48,0.07,0.007
20/04/2018,-0.81,0.1,0.58,-0.54,0.28,0.007
23/04/2018,-0.05,-0.07,0.2,0.29,0.11,0.007
24/04/2018,-1.3,0.65,1.02,0.04,0.1,0.007
25/04/2018,0.1,-0.27,0.08,0.4,0.14,0.007
26/04/2018,0.96,-0.54,-0.85,-0.53,-0.42,0.007
27/04/2018,0.01,-0.26,0.03,0.62,0.09,0.007
30/04/2018,-0.8,-0.07,-0.1,-0.41,-0.07,0.007
01/05/2018,0.24,0.24,-0.54,-0.04,-0.96,0.006
02/05/2018,-0.63,1.25,-0.36,0.04,0.02,0.006
03/05/2018,-0.25,-0.61,-0.15,0.05,-0.12,0.006
04/05/2018,1.3,-0.02,-0.2,-0.43,0,0.006
07/05/2018,0.42,0.37,-0.34,-0.52,-0.22,0.006
08/05/2018,0.07,0.51,0.24,-0.25,0.08,0.006
09/05/2018,0.89,-0.28,0.26,-0.89,0.14,0.006
10/05/2018,0.85,-0.38,-0.04,0.23,-0.34,0.006
11/05/2018,0.19,0.14,-0.38,0.25,0.12,0.006
14/05/2018,0.05,-0.3,0.1,-0.19,0.49,0.006
15/05/2018,-0.55,0.71,0.41,-0.07,0.38,0.006
16/05/2018,0.5,0.7,-0.25,0.35,0.06,0.006
17/05/2018,0.02,0.86,0.3,-0.35,0.43,0.006
18/05/2018,-0.23,0.45,-0.61,0.12,-0.18,0.006
21/05/2018,0.72,-0.18,0.44,0.17,0.11,0.006
22/05/2018,-0.42,-0.65,0.61,-0.32,-0.41,0.006
23/05/2018,0.29,-0.06,-0.7,0,-0.33,0.006
24/05/2018,-0.16,0.33,-0.35,0.5,0.11,0.006
25/05/2018,-0.21,0.24,-0.4,0.55,-0.59,0.006
29/05/2018,-1.04,1.11,-1.02,0.19,-0.01,0.006
30/05/2018,1.31,0.04,0.37,-0.72,0.18,0.006
31/05/2018,-0.7,0.05,-0.43,-0.5,-0.13,0.006
01/06/2018,1.06,-0.21,-0.11,-0.06,-0.17,0.006
04/06/2018,0.48,0.18,-0.45,1.03,-0.42,0.006
05/06/2018,0.17,0.78,-0.44,0.21,0.16,0.006
06/06/2018,0.86,-0.27,0.2,-0.03,0.17,0.006
07/06/2018,-0.14,-0.26,0.93,0.17,0.59,0.006
08/06/2018,0.31,0.04,-0.4,0.24,-0.19,0.006
11/06/2018,0.12,0.15,-0.17,0.2,0.24,0.006
12/06/2018,0.23,0.18,-0.63,0.08,-0.15,0.006
13/06/2018,-0.33,0.03,-0.2,-0.53,-0.19,0.006
14/06/2018,0.27,0.2,-1,-0.04,-0.61,0.006
15/06/2018,-0.08,0.12,-0.25,0.66,-0.22,0.006
18/06/2018,-0.09,0.74,0.08,-0.41,0.1,0.006
19/06/2018,-0.38,0.54,-0.14,-0.24,-0.46,0.006
20/06/2018,0.23,0.66,-0.51,-0.15,0.1,0.006
21/06/2018,-0.73,-0.55,0.33,0.45,0,0.006
22/06/2018,0.11,-0.08,0.46,-0.52,0.92,0.006
25/06/2018,-1.48,-0.45,0.57,0.63,-0.02,0.006
26/06/2018,0.27,0.51,-0.24,-0.48,0.13,0.006
27/06/2018,-1.02,-1.01,0.36,-0.06,0.47,0.006
28/06/2018,0.58,-0.21,-0.51,-0.18,-0.51,0.006
29/06/2018,0.07,-0.24,-0.24,-0.24,0,0.006
02/07/2018,0.36,0.45,-0.25,-0.08,-0.54,0.008
03/07/2018,-0.44,0.76,-0.02,-0.29,0.46,0.008
05/07/2018,0.87,0.39,-0.43,0.33,-0.17,0.008
06/07/2018,0.88,-0.02,-0.3,-0.25,-0.13,0.008
09/07/2018,0.93,-0.29,0.85,0.03,-0.22,0.008
10/07/2018,0.21,-0.82,-0.17,0.1,0.27,0.008
11/07/2018,-0.69,-0.06,-0.45,-0.12,-0.29,0.008
12/07/2018,0.86,-0.44,-1.14,-0.05,-0.46,0.008
13/07/2018,0.08,-0.18,-0.3,0.34,0.19,0.008
16/07/2018,-0.16,-0.61,0.98,-0.2,-0.14,0.008
17/07/2018,0.48,0.17,-0.76,0.11,-0.24,0.008
18/07/2018,0.27,-0.14,0.67,-0.15,-0.17,0.008
19/07/2018,-0.34,0.91,-0.36,0.16,0.04,0.008
20/07/2018,-0.1,-0.17,0.12,0.11,-0.22,0.008
23/07/2018,0.15,-0.2,0.55,-0.22,-0.18,0.008
24/07/2018,0.22,-1.32,0.39,0.49,0.09,0.008
25/07/2018,0.83,-0.59,-1.06,0.08,-0.37,0.008
26/07/2018,-0.2,0.76,0.57,-0.04,0.6,0.008
27/07/2018,-0.82,-1.21,1.06,0.52,0.48,0.008
30/07/2018,-0.7,0.01,1.57,0.32,1,0.008
31/07/2018,0.51,0.73,-1.11,0.28,0.25,0.008
01/08/2018,-0.13,-0.02,-0.19,-0.19,-0.79,0.007
02/08/2018,0.67,0.17,-0.67,0.01,-0.58,0.007
03/08/2018,0.31,-0.93,0.52,0.63,0.35,0.007
06/08/2018,0.46,0.22,-0.34,-0.31,-0.21,0.007
07/08/2018,0.29,-0.02,-0.17,-0.31,-0.15,0.007
08/08/2018,-0.04,-0.11,0.27,-0.02,-0.07,0.007
09/08/2018,-0.05,0.34,-0.35,0.02,-0.25,0.007
10/08/2018,-0.6,0.31,-0.21,-0.26,0.22,0.007
13/08/2018,-0.46,-0.21,-0.29,0.3,0.02,0.007
14/08/2018,0.69,0.32,0.21,0.34,0.18,0.007
15/08/2018,-0.91,-0.52,-0.13,0.63,-0.1,0.007
16/08/2018,0.86,-0.04,0.25,-0.08,0.4,0.007
17/08/2018,0.3,0.13,0.01,0.22,0.2,0.007
20/08/2018,0.25,0.15,0.14,0.11,0.13,0.007
21/08/2018,0.33,0.92,0.12,-0.23,-0.23,0.007
22/08/2018,0.05,0.29,-0.35,-0.5,-0.27,0.007
23/08/2018,-0.19,-0.1,-0.32,0,-0.19,0.007
24/08/2018,0.62,-0.08,-0.58,-0.3,-0.19,0.007
27/08/2018,0.74,-0.62,-0.16,-0.21,-0.37,0.007
28/08/2018,-0.01,-0.11,-0.24,0.1,-0.06,0.007
29/08/2018,0.56,-0.14,-0.58,-0.15,-0.28,0.007
30/08/2018,-0.41,0.23,-0.42,-0.22,-0.13,0.007
31/08/2018,0.08,0.45,-0.38,0.15,-0.13,0.007
04/09/2018,-0.11,-0.34,0.01,-0.05,-0.15,0.008
05/09/2018,-0.41,-0.04,0.66,0.46,0.59,0.008
06/09/2018,-0.44,-0.36,-0.24,0.42,0.33,0.008
07/09/2018,-0.18,0.08,-0.21,0.03,0.05,0.008
10/09/2018,0.23,0.08,-0.37,0.08,-0.25,0.008
11/09/2018,0.37,-0.34,-0.24,-0.13,-0.39,0.008
12/09/2018,0.03,-0.12,-0.23,0.04,0.54,0.008
13/09/2018,0.45,-0.49,-0.4,0.04,-0.04,0.008
14/09/2018,0.12,0.31,0.25,-0.11,-0.06,0.008
17/09/2018,-0.71,-0.35,0.83,0.32,0.74,0.008
18/09/2018,0.57,0.03,-0.48,-0.24,-0.22,0.008
19/09/2018,0.06,-0.5,1.28,-0.45,-0.01,0.008
20/09/2018,0.77,0.29,-0.22,0.07,-0.09,0.008
21/09/2018,-0.13,-0.42,0.3,0.26,0.65,0.008
24/09/2018,-0.31,-0.05,-0.9,-0.48,-0.29,0.008
25/09/2018,-0.05,0.2,-0.38,-0.34,-0.07,0.008
26/09/2018,-0.4,-0.48,-0.63,0.48,0.11,0.008
27/09/2018,0.27,-0.34,-0.55,0.11,-0.34,0.008
28/09/2018,-0.03,0.34,-0.2,0.11,0.18,0.008
01/10/2018,0.16,-1.62,0.34,-0.12,0.04,0.008
02/10/2018,-0.21,-0.94,0.59,0.13,0.36,0.008
03/10/2018,0.2,0.89,0.51,-0.36,-0.21,0.008
04/10/2018,-0.93,-0.8,1.57,0.13,0.77,0.008
05/10/2018,-0.64,-0.41,0.38,-0.38,0.41,0.008
08/10/2018,-0.17,-0.24,1.22,0.52,0.64,0.008
09/10/2018,-0.18,-0.41,0.28,-0.51,0.22,0.008
10/10/2018,-3.33,0.41,1.1,0.22,0.78,0.008
11/10/2018,-1.96,0.37,-0.92,0.43,-0.54,0.008
12/10/2018,1.38,-1.11,-1.74,0.07,-0.43,0.008
15/10/2018,-0.48,1,0.51,0.37,0.49,0.008
16/10/2018,2.24,0.57,-1.43,-0.24,-0.69,0.008
17/10/2018,-0.08,-0.62,0.25,-0.24,0.17,0.008
18/10/2018,-1.54,-0.53,0.42,-0.33,0.38,0.008
19/10/2018,-0.25,-1.27,0.71,0.45,0.56,0.008
22/10/2018,-0.38,0.36,-1.25,1.1,-0.17,0.008
23/10/2018,-0.62,-0.18,-0.41,0.1,-0.09,0.008
24/10/2018,-3.33,-0.83,0.77,0.31,1.25,0.008
25/10/2018,1.93,0.31,-0.58,-0.19,-1.09,0.008
26/10/2018,-1.65,0.59,0.35,-0.35,0.5,0.008
29/10/2018,-0.77,-0.1,1.62,-0.01,0.97,0.008
30/10/2018,1.66,0.45,0.08,0.37,0.32,0.008
31/10/2018,1.22,-0.7,-0.74,-0.41,-0.95,0.008
01/11/2018,1.29,1.22,-1.14,-0.24,-0.49,0.008
02/11/2018,-0.53,0.85,0.67,-0.47,0.23,0.008
05/11/2018,0.4,-0.88,1.55,-0.49,0.76,0.008
06/11/2018,0.58,-0.15,0.03,0.3,0.2,0.008
07/11/2018,2.11,-0.51,-1.06,-0.39,-0.81,0.008
08/11/2018,-0.28,-0.17,0.26,0.37,0.33,0.008
09/11/2018,-1.04,-0.85,0.41,0.63,0.66,0.008
12/11/2018,-2.06,0.1,0.85,0.53,0.88,0.008
13/11/2018,-0.13,-0.05,0.16,0.21,-0.3,0.008
14/11/2018,-0.77,0.03,-0.29,0.59,0.1,0.008
15/11/2018,1.18,0.31,-0.41,-0.83,-0.7,0.008
16/11/2018,0.15,-0.02,-0.05,-0.78,0.18,0.008
19/11/2018,-1.88,-0.39,2.3,0.21,1.23,0.008
20/11/2018,-1.85,0.02,-0.53,-0.36,-0.31,0.008
21/11/2018,0.51,0.95,-0.34,-0.34,0.01,0.008
23/11/2018,-0.55,0.76,-0.59,0.29,-0.06,0.008
26/11/2018,1.62,-0.69,-0.2,-0.41,-0.73,0.008
27/11/2018,0.11,-1.06,0.26,0.6,0.13,0.008
28/11/2018,2.42,0.31,-1.16,0.07,-0.93,0.008
29/11/2018,-0.22,-0.21,-0.1,-0.49,0.04,0.008
30/11/2018,0.78,-0.38,-0.43,0.24,-0.27,0.008
03/12/2018,1.13,-0.1,-0.8,-0.24,-0.54,0.011
04/12/2018,-3.45,-1.03,-0.21,-0.13,0.95,0.011
06/12/2018,-0.16,-0.05,-1.05,0.14,-0.32,0.011
07/12/2018,-2.36,0.27,1.32,-0.48,0.63,0.011
10/12/2018,0.1,-0.36,-1.62,0.28,-0.31,0.011
11/12/2018,-0.08,-0.15,-0.4,0.17,-0.07,0.011
12/12/2018,0.68,0.5,-0.19,-0.23,-0.08,0.011
13/12/2018,-0.26,-1.55,-0.19,0.2,0.04,0.011
14/12/2018,-1.89,0.09,0.5,-0.21,0.62,0.011
17/12/2018,-2.13,-0.12,1.09,0.26,0.17,0.011
18/12/2018,-0.03,-0.04,-0.6,0.91,-0.47,0.011
19/12/2018,-1.58,-0.6,0.04,-0.37,0.42,0.011
20/12/2018,-1.62,-0.12,0.98,0.61,-0.08,0.011
21/12/2018,-2.17,-0.53,0.77,0.12,0.64,0.011
24/12/2018,-2.55,0.92,-0.48,-0.33,-0.33,0.011
26/12/2018,5.06,-0.2,-1.02,-0.21,-1.08,0.011
27/12/2018,0.78,-0.71,-0.12,-0.14,0.1,0.011
28/12/2018,-0.03,0.75,0.26,-0.37,-0.06,0.011
31/12/2018,0.9,-0.14,-0.46,-0.09,-0.13,0.011
02/01/2019,0.23,0.74,1.11,-0.12,0.27,0.01
03/01/2019,-2.45,0.48,1.2,-0.22,0.89,0.01
04/01/2019,3.55,0.36,-0.7,-0.11,-0.59,0.01
07/01/2019,0.94,0.87,-0.75,-0.72,-0.45,0.01
08/01/2019,1.01,0.44,-0.63,0.31,-0.09,0.01
09/01/2019,0.56,0.5,0.1,0.08,-0.2,0.01
10/01/2019,0.42,0,-0.46,-0.06,-0.04,0.01
11/01/2019,-0.01,0.2,0.22,0.23,0.25,0.01
14/01/2019,-0.6,-0.45,0.94,0.24,-0.01,0.01
15/01/2019,1.06,-0.14,-0.88,-0.3,-0.57,0.01
16/01/2019,0.28,0.25,0.92,-0.11,-0.23,0.01
17/01/2019,0.75,0.09,-0.24,0.06,0,0.01
18/01/2019,1.29,-0.29,0.12,0.2,-0.27,0.01
22/01/2019,-1.53,-0.35,0.32,0.26,0.34,0.01
23/01/2019,0.15,-0.41,-0.13,0.35,0.29,0.01
24/01/2019,0.23,0.48,-0.01,-0.15,-0.19,0.01
25/01/2019,0.9,0.42,-0.35,-0.35,-0.58,0.01
28/01/2019,-0.8,-0.07,0.63,0.28,0.16,0.01
29/01/2019,-0.19,0.03,0.17,0.04,0.46,0.01
30/01/2019,1.51,-0.35,-0.94,-0.24,-0.87,0.01
31/01/2019,0.92,-0.06,-1.08,-0.37,-0.01,0.01
01/02/2019,0.14,-0.16,0.43,-0.74,0.3,0.01
04/02/2019,0.72,0.41,-0.47,0.19,-0.21,0.01
05/02/2019,0.43,-0.12,-0.6,0.61,-0.34,0.01
06/02/2019,-0.22,-0.03,0.07,-0.11,0.09,0.01
07/02/2019,-0.93,-0.14,0.4,0.54,0.27,0.01
08/02/2019,0.09,-0.08,-0.69,-0.34,-0.12,0.01
11/02/2019,0.14,0.67,0.23,-0.09,-0.02,0.01
12/02/2019,1.36,0.04,-0.16,-0.13,-0.28,0.01
13/02/2019,0.28,0.06,0.07,0.12,0.23,0.01
14/02/2019,-0.21,0.52,-0.58,0.41,-0.18,0.01
15/02/2019,1.13,0.38,0.47,-0.21,0.01,0.01
19/02/2019,0.19,0.31,0.3,0.03,0.22,0.01
20/02/2019,0.19,0.29,0.55,0.01,-0.27,0.01
21/02/2019,-0.37,-0.04,-0.22,0.57,0.13,0.01
22/02/2019,0.65,0.39,-1.47,0.29,-0.61,0.01
25/02/2019,0.15,-0.28,-0.18,-0.86,-0.5,0.01
26/02/2019,-0.16,-0.68,-0.33,0.09,-0.15,0.01
27/02/2019,0.09,0.15,-0.12,-0.68,-0.08,0.01
28/02/2019,-0.31,-0.02,-0.24,0.29,0.16,0.01
01/03/2019,0.72,0.25,-0.4,-0.36,-0.17,0.009
04/03/2019,-0.52,-0.39,0.37,0.15,-0.08,0.009
05/03/2019,-0.17,-0.32,-0.23,0.28,0,0.009
06/03/2019,-0.84,-1.23,0.05,0.56,0.13,0.009
07/03/2019,-0.82,-0.05,-0.33,-0.38,0.13,0.009
08/03/2019,-0.22,0.06,-0.16,-0.11,-0.28,0.009
11/03/2019,1.49,0.27,-0.53,-0.28,-0.47,0.009
12/03/2019,0.25,-0.31,-0.09,-0.43,0.02,0.009
13/03/2019,0.68,-0.32,0.07,-0.17,0.19,0.009
14/03/2019,-0.1,-0.38,0.3,-0.15,-0.1,0.009
15/03/2019,0.48,-0.24,-0.25,-0.03,-0.19,0.009
18/03/2019,0.46,0.23,0.44,-0.08,-0.07,0.009
19/03/2019,-0.09,-0.47,-0.93,0.01,-0.05,0.009
20/03/2019,-0.39,-0.23,-1.05,-0.21,-0.23,0.009
21/03/2019,1.11,0.17,-1.23,0.31,-0.34,0.009
22/03/2019,-2.17,-1.57,-0.07,0.56,0.6,0.009
25/03/2019,-0.05,0.6,-0.25,0.2,0.04,0.009
26/03/2019,0.76,0.23,0.46,0.05,0.19,0.009
27/03/2019,-0.5,0.17,0.5,0.76,0.1,0.009
28/03/2019,0.4,0.35,0.02,-0.13,-0.08,0.009
29/03/2019,0.66,-0.28,-0.92,0.2,-0.17,0.009
01/04/2019,1.19,-0.19,0.99,-0.06,-0.32,0.01
02/04/2019,-0.05,-0.18,-0.44,-0.38,-0.5,0.01
03/04/2019,0.27,0.23,-0.4,0.13,-0.4,0.01
04/04/2019,0.19,0.35,0.93,0.64,0.22,0.01
05/04/2019,0.52,0.49,-0.08,-0.28,0.1,0.01
08/04/2019,0.08,-0.31,0.1,0.28,-0.03,0.01
09/04/2019,-0.65,-0.6,-0.14,0.12,-0.04,0.01
10/04/2019,0.48,0.95,-0.1,0.09,-0.12,0.01
11/04/2019,0,-0.27,0.41,0.04,0.11,0.01
12/04/2019,0.65,-0.36,0.65,0.53,-0.26,0.01
15/04/2019,-0.09,-0.26,-0.53,0.36,0.08,0.01
16/04/2019,0.13,0.24,0.7,-0.08,-0.13,0.01
17/04/2019,-0.32,-0.53,0.83,1.13,-0.27,0.01
18/04/2019,0.11,-0.28,-0.51,0.14,-0.21,0.01
22/04/2019,0.11,-0.48,-0.56,-0.52,-0.16,0.01
23/04/2019,0.97,0.66,-0.48,-0.11,-0.44,0.01
24/04/2019,-0.23,0.31,-0.07,0.61,0.03,0.01
25/04/2019,-0.14,-0.8,-0.19,-0.64,-0.24,0.01
26/04/2019,0.53,0.47,0.07,-0.08,-0.19,0.01
29/04/2019,0.18,0.16,0.65,-0.38,-0.15,0.01
30/04/2019,-0.04,-0.68,0.28,0.11,0.7,0.01
